impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K16-096052,A517742,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A517742,Cat & Kaboodle,Carbon,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Gray,12/31/2016 12:00:00 AM,Received on,500 W MEEKER ST,KENT,WA,98032,KENT,47.381528,-122.237732,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A517742,Image Copyright HLP Inc. 2017,"500 W MEEKER ST
KENT, WA 98032
(47.381528, -122.237732)","Received on: 2016-12-31<p></p> Found Near: 500 W MEEKER ST, KENT WA 98032<p></p> Description: Gray Neutered Male Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: Cat &amp; Kaboodle<p></p>"
K17-096307,A518732,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1662838,LOST,Wilson,Dog,,Male,Miniature Schnauzer,Unknown,01/17/2017 12:00:00 AM,Date Lost,SE 185TH STREET & 173RD WAY SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1662838,Image Copyright HLP Inc. 2017,"SE 185TH STREET &amp; 173RD WAY SE
",
K17-096760,A520333,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Org Tabby,02/11/2017 12:00:00 AM,Received on,3200 NE 198TH PL,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,,Image Copyright HLP Inc. 2017,"3200 NE 198TH PL
LAKE FOREST PARK, WA 98155
","Received on: 2017-02-11<p></p> Found Near: 3200 NE 198TH PL, LAKE FOREST PARK WA 98155<p></p> Description: Org Tabby Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-096834,A520609,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520609,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Daisy,Dog,6 YEARS,Spayed Female,Labrador Retriever / Mix,Brown / Gray,02/15/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520609,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-15<p></p> Description: Brown / Gray<p></p>  Spayed Female Labrador Retriever / Mix Dog<p></p> Age: 6 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>My personality color is GREEN.  I am an adaptable dog who loves to go with the flow!  I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p> I am full of energy and I love to play!  I tend to calm down more when the people around me stay calm.  I do best when I have lots of exercise and something to keep my mind busy.<p></p><p></p>My caregivers have noticed that I seem to do well with other dogs.  When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $200.00<p></p>"
K17-096636,A519937,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A519937,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 MONTHS,Female,Domestic Shorthair,Gray,02/03/2017 12:00:00 AM,Received on,20600 SE 291ST PL,KENT,WA,98042,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519937,Image Copyright HLP Inc. 2017,"20600 SE 291ST PL
KENT, WA 98042
","Received on: 2017-02-03<p></p> Found Near: 20600 SE 291ST PL, KENT WA 98042<p></p> Description: Gray Female Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096671,A520053,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Dog,NO AGE,Male,Labrador Retriever,Black,02/06/2017 12:00:00 AM,Received on,200 NE 200TH ST,SHORELINE,WA,98155,SHORELINE,,,,Image Copyright HLP Inc. 2017,"200 NE 200TH ST
SHORELINE, WA 98155
","Received on: 2017-02-06<p></p> Found Near: 200 NE 200TH ST, SHORELINE WA 98155<p></p> Description: Black Male Labrador Retriever Dog<p></p> Age: NO AGE<p></p>"
K17-096986,A521184,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521184,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Santana,Cat,2 YEARS,Female,Domestic Shorthair,Black / White,02/24/2017 12:00:00 AM,Received on,30400 NE TOLT HILL RD,CARNATION,WA,98014,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521184,Image Copyright HLP Inc. 2017,"30400 NE TOLT HILL RD
CARNATION, WA 98014
","Received on: 2017-02-24<p></p> Found Near: 30400 NE TOLT HILL RD, CARNATION WA 98014<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096958,A520949,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520949,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Barney,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Black,02/22/2017 12:00:00 AM,Received on,4800 S 288TH ST,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520949,Image Copyright HLP Inc. 2017,"4800 S 288TH ST
AUBURN, WA 98001
","Received on: 2017-02-22<p></p> Found Near: 4800 S 288TH ST, AUBURN WA 98001<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K17-096804,A520546,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1674524,LOST,Molly,Cat,,Female,Domestic Longhair,Unknown,02/11/2017 12:00:00 AM,Date Lost,4TH AVENUE NW & NW 117TH ST,SEATTLE,WA,98177,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1674524,Image Copyright HLP Inc. 2017,"4TH AVENUE NW &amp; NW 117TH ST
SEATTLE, WA 98177
",
K17-096391,A519014,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1664336,LOST,Panda,Dog,,Female,Siberian Husky,Unknown,01/17/2017 12:00:00 AM,Date Lost,F STREET SE & 26TH STREET SE,AUBURN,WA,98002,AUBURN,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1664336,Image Copyright HLP Inc. 2017,"F STREET SE &amp; 26TH STREET SE
AUBURN, WA 98002
",
K17-096887,A439184,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A439184,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Daffney,Cat,8 YEARS,Spayed Female,Domestic Shorthair,Dilute Tor,02/18/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A439184,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-18<p></p> Description: Dilute Tor<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Daffney and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on 02/18/17 because they were moving. My previous owner described me as shy. And they believe that I don't like being around men but I love women. I do love playing with strings but I mostly love playing hide and seek and taking long cat naps. I have met some cats at the shelter and I like them as long as we have a safe distance between us. I will occassionally hiss at them but it's only because I am a little bit scared. I love to play hide and seek and take long cat naps! My old owner also told the shelter staff that I'm scared with loud noises, so a calm home where I can lounge and snuggle would be the best option for me!<p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096822,A520571,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,3 MONTHS,Male,Domestic Shorthair,Black / White,02/14/2017 12:00:00 AM,Received on,31600 44TH AVE S,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520571,Image Copyright HLP Inc. 2017,"31600 44TH AVE S
AUBURN, WA 98001
","Received on: 2017-02-14<p></p> Found Near: 31600 44TH AVE S, AUBURN WA 98001<p></p> Description: Black / White Male Domestic Shorthair Cat<p></p> Age: 3 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-096857,A520671,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1675529,LOST,Nimh,Dog,,Female,Chihuahua - Smooth Coated,Unknown,02/11/2017 12:00:00 AM,Date Lost,FAUNTLEROY WAY SW & SW AUSTIN ST,SEATTLE,WA,98136,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1675529,Image Copyright HLP Inc. 2017,"FAUNTLEROY WAY SW &amp; SW AUSTIN ST
SEATTLE, WA 98136
",
K17-096728,A520219,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520219,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Smoky,Cat,4 YEARS,Spayed Female,Domestic Longhair,Gray Tabby,02/08/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520219,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-08<p></p> Description: Gray Tabby<p></p>  Spayed Female Domestic Longhair Cat<p></p> Age: 4 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi, my name is Smoky and I'm at the Eastside Pet Adoption Center inside the Kirkland Petco waiting for a new home.  You can also find me by my ID #A520219.<p></p><p></p>I was originally brought in with my mother Momma #A520217 to a shelter in Eastern Washington in November 2016 after our previous owner passed away. I was then transferred with my mother to RASKC on February 8, 2017.<p></p><p></p>My caregivers have noticed that I need some time to come out of my shell. Once I start seeing you petting my mother, I come on over for some pets of my own and love to rub the top of my head against your hand. I can be nervous about forms of restraint, so I would appreciate a gentle family that can give me space when I need it. <p></p><p></p>I am looking for a family that will allow me the time and love to become comfortable and come out of my shell. I will need regular grooming and brushing so that my long fur does not become matted. I would do best in a home with respectful children that will be gentle with me and understand that I am not super comfortable being carried around.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>If your home is big enough for two very fluffy cats, my mother and I would love to be adopted together! We love to lie together and groom one another. If adopted separately, we may do well with a feline friend in our new home to bond to.<p></p><p></p>I'd love to meet you! Come meet me today at the Eastside Pet Adoption Center inside the Kirkland Petco, or call (425) 406-8081 to learn more about me!<p></p> Adoption Fee: $30.00<p></p>"
K17-096889,A520707,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,Mokey,Dead Cat,18 YEARS,Neutered Male,Domestic Shorthair,Gray,02/18/2017 12:00:00 AM,Received on,200 5TH AVE S,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2017,"200 5TH AVE S
KENT, WA 98032
","Received on: 2017-02-18<p></p> Found Near: 200 5TH AVE S, KENT WA 98032<p></p> Description: Gray Neutered Male Domestic Shorthair Cat<p></p> Age: 18 YEARS<p></p>"
K14-076951,A449967,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Penny,Cat,8 YEARS,Spayed Female,Domestic Shorthair,Calico,11/02/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449967,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2014-11-02<p></p> Description: Calico Spayed Female Domestic Shorthair Cat<p></p> Age: 8 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: $30.00<p></p>
K17-096911,A520727,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520727,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Sparklet,Cat,6 YEARS,Spayed Female,Domestic Mediumhair / Siamese,Tortie Pt,02/19/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520727,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-02-19<p></p> Description: Tortie Pt<p></p>  Spayed Female Domestic Mediumhair / Siamese Cat<p></p> Age: 6 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi, my name is Sparklet and I'm at the Eastside Pet Adoption Center inside the Kirkland Petco waiting for a new home.  You can also find me by my ID #A520727.<p></p><p></p>I was brought in on February 19, 2017 after my previous owner passed away. I lived in a home with one other cat.  My previous owner's husband described me as friendly but my caregivers have noticed that I am initially very shy in this environment. Once you start petting me, I begin to warm up and roll around. Come meet me so I can have a new snuggle buddy furrever!!<p></p><p></p>I am looking for a family that will allow me the time and love to become comfortable and come out of my shell. I will need regular grooming and brushing so that my long fur does not become matted. I would do best in a home with respectful children that will be gentle with me.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I'd love to meet you! Come meet me today at the Eastside Pet Adoption Center inside the Kirkland Petco, or call (425) 406-8081 to learn more about me!<p></p> Adoption Fee: $30.00<p></p>"
K17-096942,A520762,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520762,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Piper,Dog,1 YEAR,Spayed Female,German Shepherd,Black / Tan,02/21/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520762,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-21<p></p> Description: Black / Tan<p></p>  Spayed Female German Shepherd Dog<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Piper and I am available for adoption at the RASKC Pet Adoption Center in Kent. <p></p><p></p>I was brought in by an Animal Control Officer on 02/21/2017.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving dog who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am a very smart dog!  I have shown my caregivers that I already know how to &quot;sit&quot;!<p></p><p></p> I am full of energy and I love to play!  I tend to calm down more when the people around me stay calm.  I do best when I have lots of exercise and something to keep my mind busy.<p></p><p></p>My caregivers have noticed that I seem to do well with other dogs.  When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p> Adoption Fee: $225.00<p></p>"
K17-096576,A519630,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1668335,LOST,Cali,Dog,,Female,Shetland Sheepdog,Unknown,01/28/2017 12:00:00 AM,Date Lost,S JUNETT ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1668335,Image Copyright HLP Inc. 2017,"S JUNETT ST
",
K17-096959,A520958,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A520958,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Max,Cat,8 YEARS,Neutered Male,Domestic Shorthair,Orange / White,02/22/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520958,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-22<p></p> Description: Orange / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Max and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on 02/22/2017 because they were moving and could not take me with them.  I lived in a home with one other cat and young and older children, My previous owner described me as as calm and friendly/outgoing. <p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p> Adoption Fee: $30.00<p></p>"
K13-066766,A407026,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Kiki,Cat,14 YEARS,Spayed Female,Domestic Shorthair,Black,05/11/2013 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,FEDERAL WAY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A407026,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2013-05-11<p></p> Description: Black Spayed Female Domestic Shorthair Cat<p></p> Age: 14 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Hi, my name if Kiki.  I am a 10 year old lady who came to the shelter because my previous owner had to move and could not take me along.  If you love black kitties and you are looking for a calm influence, I could be the one for you.<p></p><p></p>I am slightly reserved but appreciate the attention you give me and like to have you pet my head.  I would do best in a home with no small children as I can be just a little bit shy.  I will make a good companion for the right person, so please come and see me soon.<p></p><p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-097031,A521325,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521325,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Unaltered,Domestic Shorthair,Orange / White,02/27/2017 12:00:00 AM,Received on,11900 SE 260TH PL,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521325,Image Copyright HLP Inc. 2017,"11900 SE 260TH PL
KENT, WA 98030
","Received on: 2017-02-27<p></p> Found Near: 11900 SE 260TH PL, KENT WA 98030<p></p> Description: Orange / White Unaltered Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-096821,A520570,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,7 WEEKS,Female,Domestic Shorthair,Black / White,02/14/2017 12:00:00 AM,Received on,31600 44TH AVE S,AUBURN,WA,98001,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520570,Image Copyright HLP Inc. 2017,"31600 44TH AVE S
AUBURN, WA 98001
","Received on: 2017-02-14<p></p> Found Near: 31600 44TH AVE S, AUBURN WA 98001<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 7 WEEKS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-097028,A521322,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521322,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unaltered,Domestic Shorthair,Brn Tabby / White,02/27/2017 12:00:00 AM,Received on,3900 S 238TH ST,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521322,Image Copyright HLP Inc. 2017,"3900 S 238TH ST
KENT, WA 98032
","Received on: 2017-02-27<p></p> Found Near: 3900 S 238TH ST, KENT WA 98032<p></p> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K16-095584,A516361,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A516361,Meowtropolitan,Jones,Cat,8 YEARS,Neutered Male,Domestic Longhair,Brn Tabby,12/06/2016 12:00:00 AM,Received on,13300 NE 134TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A516361,Image Copyright HLP Inc. 2017,"13300 NE 134TH PL
KIRKLAND, WA 98034
","Received on: 2016-12-06<p></p> Found Near: 13300 NE 134TH PL, KIRKLAND WA 98034<p></p> Description: Brn Tabby Neutered Male Domestic Longhair Cat<p></p> Age: 8 YEARS<p></p> Current Location: Meowtropolitan<p></p>"
K17-096988,A521186,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A521186,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roamy,Cat,5 YEARS,Male,Domestic Longhair,Orange / White,02/24/2017 12:00:00 AM,Received on,21100 72ND AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521186,Image Copyright HLP Inc. 2017,"21100 72ND AVE S
KENT, WA 98032
","Received on: 2017-02-24<p></p> Found Near: 21100 72ND AVE S, KENT WA 98032<p></p> Description: Orange / White Male Domestic Longhair Cat<p></p> Age: 5 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097005,A521204,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A521204,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Stripes,Cat,11 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby,02/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521204,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-25<p></p> Description: Brn Tabby<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 11 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Stripes and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by my previous owner on02/25/2017 because they were moving.  I lived in a home with other cats.  My previous owner described me as shy and vocal.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p> I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-096710,A520201,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520201,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Mischief,Cat,9 YEARS,Neutered Male,Domestic Shorthair,Black / White,02/08/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520201,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-02-08<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 9 YEARS<p></p> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p></p>"
K17-097004,A521203,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A521203,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lil Bear,Cat,11 YEARS,Neutered Male,Domestic Shorthair,Black,02/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A521203,Image Copyright HLP Inc. 2017,,"Received on: 2017-02-25<p></p> Description: Black<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 11 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Lil Bear and I am available for adoption at the RASKC Pet Adoption Center in Kent/<p></p><p></p>I was brought in by my previous owner on 02/25/2017 because they were moving.  I lived in a home with other cats.  My previous owner described me as shy and loving.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving cat who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an independent kitty who likes to do my own thing!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p> Adoption Fee: $30.00<p></p>"
K17-096834,A520609,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A520609,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Daisy,Dog,6 YEARS,Spayed Female,Labrador Retriever / Mix,Brown / Gray,02/15/2017 12:00:00 AM,Received on,800 164TH AVE NE,BELLEVUE,WA,98008,BELLEVUE,47.616968,-122.121682,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A520609,Image Copyright HLP Inc. 2017,"800 164TH AVE NE
BELLEVUE, WA 98008
(47.616968, -122.121682)","Received on: 2017-02-15<p></p> Found Near: 800 164TH AVE NE, BELLEVUE WA 98008<p></p> Description: Brown / Gray Spayed Female Labrador Retriever / Mix Dog<p></p> Age: 6 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
